name,price,unit,category,tokopedia_link,shopee_link,siplah_link,blibli_link,inaproc_link,spec
Nitrogen Analyzer with Digest Furnace,71550000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,"- Nitrogen AnalyzerTest varieties: grain, food, dairy products, drink, animal food, soil,medicine, settling, chemical, etc. Water Inlet Mode: running water anddistilled water, wide use coverageTime for cooling water: approx. 3L/ Min,Power source: AC220V IS0HZPower: approx. 1000 W Water supply: water pressure>1.5 MPa;water temperature: <20°C.- Digest furnaceDisplayer: digital displayer Temperature control: digital control. Temperature control range: room temperature-600°CHeating up speed: approx. 30°C/minMeasurement range: approx.0.1 mgN200mgNMeasurement range: approx.0.1 mgN200mgNMeasurement quantity: measure severalvarieties simultaneously at a time (4 holes)Digest time: approx. 60-90 min/batchVolume of digest pipe: approx. 300mlPower: approx.1000W/ 1500W/2000W/2500W"
Pellet Mills,71995000,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"Kapasitas ± 30 sampai 200 kg pelet per jam. Dilengkapi hopper, feeder getaran dengan control kecepatan variabel dan pelepasan pelet di depan, dan juga memiliki container untuk
penambahan uap atau cairan."
Mesin Laser Cutting,72500000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk memotong  plat logam  non logam  dan gravir dengan program
komouter. Laser cut  power  approx.  500 watt;Work area approx.  min  1000x2000  mm."
Combi Chiller Freezer Cabinet,74000000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Material: stainless steel Daya listrik: ± 450 watt.Kapasitas ± 600 liter
LEAF AREA METER,74400000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk mengukur berbagai jenis data pada daun, seperti panjang daun, lebar
daun, luas daun. Test unit: mm
Precision/ Accuracy: ±2% Measuring length: 1000 mm Measuring width: 160 mm Measuring thickness: 8 mm"
Body Blown Machine,77995000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,"Digunakan Untuk Melicinkan Dan Merapikan Pakaian Setelah Dikeringkan. Voltage: 220 V / 380 V, Motor Power : Approx. 0.8 Kw, Steam Consumption : 15 Kg/H, Include Steam Generator: Voltage: 220 V / 380 V, Output Capacity: Approx. 15 Kg/Hr, Water Capacity: Approx. 10 Kg"
Body blown machine,77995000,Unit,Alat Peraga - Perhotelan,,,,,,Digunakan untuk melicinkan dan merapikan pakaian setelah dikeringkan Capacity: Approx. 10 Kg
Semi Automatic Sealing Machine,79506000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Material: stainless steel Voltage: 220 VInput power: Approx 2x300 W Speed:up to 20 m/minOutput capacity : Up to 300 pcs/ minute
Tilting Pan,80995000,Unit,Alat Peraga - Perhotelan,,,,,,Untuk Mengoreng Atau Membuat Suatu Masakan Yang Jumlahnya Cukup Banyak Material: Stainless Steel Kapasitas: 60 Liter Bahan Bakar: Gas Tekanan Rendah Dimensi: Sekitar 800 X 600 X 8O0 Mm
Mesin Lubang Kancing,82995000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,Untuk Membuat Lubang Kancing Speed Up To Approx. 3000 Rpm.Direct Drive Motor. Automatic Thread Trimmer Needle Position. Auto Presser Foot Lifter Include Table / Stand.
Antenna Trainer Kit,83995000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  mempelajari dasar-dasar,  teori konsep,  konstruksi dan  demonstrasi pengoperasian
berbagai  jenis antena 1 Unit Yagi Antenna  1 Unit Wire Antennas
1 Set Cables and  Accessories 1 Waveguide  Accessories
1 Unit  Antenna  Support 1 Storage  Module
1 Power  Cord  -  Type  F"
Total Station,84995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Digunakan untuk mengukur jarak dan sudut secara otomatis. Accuracy: 2 detik Display Resolution: 1 / 5 detik
Display: 2 sisi Protection: IP66
Battery Life: aprrox.14 jam (20°C) Measuring Distance: Reflectorless: 0.3-500m Reflective Sheet: l .3-500m (RS90N-K), 1.3-300m
(RS50N-K), 1.3-l00m (RSlON-K)
- Mini Prisma: l .3-500m - Prisma: l .3-4000m"
MESIN BORDIR KOMPUTER 1 KEPALA,85000000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," 1.     Head : 1 HEAD
2.     Working area: 200*300mm
3.     Needles : 12 JARUM
4.     Speed : 1000RPM
5.     Computer : 10INCH
6.     Spindle Motor :  Servo motor 
7.      Hook : JAPAN  hook 
8.     Functions : BORDIR TOPI , BORDI BAJU , FLAT BORDIR
9.     Screen : Touch screen 
10.   Color change : Automatic color change 
11.   Trim : Automatic trimming 
12.   Pattern format : DST format 
13.   garments working area : 200*300?100*100mm.
1 set of 2 size :200*300/100*100mm"
COD Analyzer,85695000,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"Rentang: COD: 5 ~ 2000mg/L, Waktu pencernaan: 10 menit, Kapasitas batch: empat
sampel air"
Spot Removing Machine,85995000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,"Digunakan Untuk Menghilangkan Noda Pada Pakaian Yang Akan Dicuci. Voltage: 220 V / 380 V, Motor Power : Approx. 0.37 Kw, Air Pressure : 0.3 To 0.5 Mpa, Air Compress Port Size: Approx. Ø8, Steam Pressure : 0.3 To 0.5 Mpa, Steam Port Size : Approx.1/2''"
Spot Removing Machine,85995000,Unit,Alat Peraga - Perhotelan,,,,,,Untuk Menghilangkan Rioda Pada Pakaian Yang Akan Dicuci Voltage: 220 V / 380 V Motor Power : Approx. 0.37 KwAir Pressure : 0.3 To 0. 5MpaAir Compress Port Size:Approx. Ø8Steam Pressure : 0.3 To 0. 5MpaSteam Port Size Approx. 1 / 2”
Traktor Tangan Rotary,88995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk mencacah tanah kering pada persiapan tanam - Dilengkapi dengan implement
- Mesin penggerak bertenaga ±
11 HP
Min. 1 kecepatan maju
- Sistem transmisi menggunakan gear box."
Marine Autopilot,91995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Untuk mengemudikan
Kapal kapal baik secara
manual maupun otomatis Vl SensorAcu-100 Autopilot Control Unit WheelDrive UnitP70 Control HeadNecessary Cables For System ConnectivityBoat Type: Sailboats, With PedestalMounted Wheel Steering Boat Displacement: Up To 16,000 Lbs. Drive Type: Wheel DriveControls: P70 Control Head Draw: Evl"
Marine Radar with AIS,91995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Untuk memberikan informasi jarak dan baringan kapal lain atau daratan di sekitar kapal Antenna RadarMinimum Diameter /Length And RotationSpeed: Radome Min. 55 Cm, Wind Load:Relative Wind 100 Knots;- Rf Transceiver Frequency: 9410 ± 30Mhz (Xband); PeakOutput Power: 4Kw Nominal;- Display Unit: Minimum 9.7"" Lcd Display;Range Scale (Nm): Range: 0.125 - 72;Echo Trail: Interval: Tracking:Auto"
Band Saw Machine,94100000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk menggergaji kayu secara
vertical Circular @90°: approx.  229 mm (9"") Rectangular @90°: approx.  127x405 mm
(5""x16"") Circular@45°: approx.  150 mm (6"") Rectangular@45°: approx.  150x190 mm
(6""x7.5"") Blade speed: @60  Hz: approx. 22-122  MPM  95-402 FPM @50  Hz: approx. 18-102  MPM  78-335
FPM Blade size: approx.  27 x 0,9 x 32155 mm Motor  power:  approx.  1,5  KW  2  HP (3 PH) Drive: V-Belt"
Mesin Gergaji  Pita (Band    Saw Machine),94100000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk terampil memotong bahan  baku produksi Circular@90°: up  to 228 mm (9""), Rectangle @90°: up  to  120x400 mm (5""xl6"")
Blade speed: @60  Hz:  25-120  MPM  / 100-402  FPM  range;
Circular@45°: up  to 150 mm (6""), Rectangle@45°: up  to  150x190  mm (6""x7.5""),
Blade speed: @50  Hz: approx.  20-100 MPM  I  80-330  FPM Blade size:  min.  25 x 0.8  x 3200  mm,
Motor  power  ±  1. 5  KW, Controls:  V-Bel"
Electric Germinator (with Humidifier),95400000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Merupakan alat inkubasi yang dapat dikontrol secara otomatis, yang meniru kondisi di lingkungan luar. - Temperature range: 0-50°C
- Humidity range: 50-95%
- Light grade: 0-3 grade
- Luminance: 0~15000 Lux
- Heating power: 500 W
- Compressor power: 190 W-320 W
- Humidifier water tank capacity:
Minimum 5 L"
Marine Radar with ARPA,95995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Untuk mendeteksi jarak dan sudut baringan serta informasi
ten tang obyek disekitar kapal serta
untuk tracking target sehingga meminimalisir terjadinya tabrakan. Antenna RadiatorMinimum Diameter /Length And RotationSpeed: Radome 55 Cm, Wind Load: RelativeWind 100 Knots;- Rftransceiver Frequency: 9410 ±30Mhz (Xband); Peak Output Power: 4KwNominal;- Display Unit Minimum 11"" Lcd Display;Range Scale (Nm): Range: Ring:2, 4, 4, 6; Echo Trail: Interval: 15S, 30S,Lmin, 3Mins, 6Mins, 15Mins, 30Mins OrContinuous;Interface: Nmea 0183; Ais Display:"
Mesin Bubut Manual (Lathe Machine),97995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk pengenalan dan pelatihan pengerjaan benda kerja menggunakan mesin bubut manual. Swing over bed mm approx. c:p355,Swing over carriage mm approx.c:p220, Swing over gap mm appox. c:p500, Width of bed-way mm approx. 186, Distance between centers mm 1000,Taper of spindle M.T.5, Spindle diameter mm approx. c:p38, Range of speed rpm 70~2000.
Standard accessories:
Three jaw chuck, Four jaw chuck, Steady rest, Follow rest, Working light, Coolant system, Foot brake,
Tools and tool box."
Bench Lathe  Machine 1 Meter,97995000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk membubut benda  kerja dari logam sesuai dengan yang diinginkan dengan panjang maksimal  1 meter. Distance Between Centers Mm 1000, Spindle Diameter Mm Approx. Cp38, Taper Of Spindle M.T.5, Standard Accessories: Three Jaw Chuck, Four Jaw Chuck, Steady Rest, Follow Rest, Working Light, Coolant System, Foot Brake, Tools And Tool Box, Cutting Tools."
Alat Pemantau Cuaca dan Iklim (Weather Station Digital),105000000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk mengukur dan merekam beberapa parameter cuaca. Parameter yang diukur, direkam, dan ditampilkan yaitu: - Suhu udara (Air temperature); - Kelembaban udara (Air humidity); - Intensitas cahaya (Light intensity /Illuminance); - PAR (Photosynthetically Active Radiation); - Kandungan gas CO2 di udara (CO2); - Suhu tanah (Soil temperature); - Kelembaban tanah (Soil moisture); - pH tanah (Soil pH); - Kadar garam tanah (Soil salinity); - Arah angin (Wind direction); - Kecepatan angin (Wind speed); - Curah hujan (Rainfall); - Kepadatan tanah (Soil compaction)."
Box Dryer,105995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk mengeringkan gabah - Penggerak : diesel approx. min. 7 PK
- Sistem pemanasan : indirect
- Penurunan Kadar Air : Approx.Padi 0.8-1.2 %/jam, Jagung 24%/jam
- Bahan bakar : batubara, kayu bakar, bias dimodifikasi minyak tanah/LPG
- Produk : Padi, jagung, kedelai,kopi, gaplek, kakau, krupuk,kemiri, dll
- Kapasitas : approx. min. 1.000 kg"
Tilting Boiling Pan,106995000,Unit,Alat Peraga - Perhotelan,,,,,,Untuk Merebus Air Atau Membuat Masakan Yang Berupa Cairan Dalam Jumlah Banyak Material: Stainless Steel Kapasitas: 100 Liter Bahan Bakar: Gas Tekanan Rendah Dimensi: Sekitar 1300 X800 X 900 Mm
"Electronic Skills and PCB
Production  Process, Training Device",107500000,Unit,Alat Peraga - Teknik Audio Video,,,,,,Digunakan  sebagai perangkat  untuk pelatihan  cara pembuatan  PCB dan rangkaian  listrik Input  voltage  : AC 220   V/ 380V Output  power: AC 220   V safety socket  output
"MCU
Training Set",113200000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Digunakan  sebagai perangkat  untuk
pelatihan / percoba an  tentang micro computer  dasar Power output: ± 5  V de  voltage  source
±
12 V de  voltage  source Part list:
Workbench, Power Supply,  Signal generator,  Digital Circuit common experiment  box, Gate circuit
experiment
box, Trigger  circuit experiment  box, Digital logic circuit  experiment  box,
Pulse
circuit  experiment  box , Components box,  Analog circuit  experiment  box,
MCU
module,  Convert  and  extend  module, Sensor  adaptor  module, Relay
Module,
Command  module, Indicator  module 1, Indicator  module  2,  Motor
module,
Motor experiments, Tower  light,
Traffic
light Simulator,  Cable set, Manual book,
Experiment  module"
"MF/HF
Marine Radio",113995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Digunakan sebagai alat komunikasi dengan menggunakan frekuensi MF/HF, sekaligus digunakan untuk memancarkan, menerima serta memonitor sinyal marabahaya, sebagai kelengkapan GMDSS Tx Frequency: 1605.0-27500.0 Khz RxFrequency: 100.0~29999.99 Khz WorkingChannel: Approx. 300 Channels. Communication Mode: Simplex/ SemiduplexEmission Class: J3E, H3E, Ala, Fib DscTouch ScreenInterface: Lan, Rs422 Input (Gps)Include:- Transceiver- Control Unit- Antenna Coupler- Handset- Cable & Accessories- Printer- Nbdp Terminal- External Speaker- Tx/Rx Antenna- Dsc Rx Antenna- Power Supply"
Alat Pelatihan Dasar Kelistrikan (Electricity Fundamental Training System),123995000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  praktek pengenalan  dasar kelistrikan  juga mempelajari komponen kelistrikan  dimana siswa  membuat rangkaian  listrik, pengukuran  serta penghitungan parameter kelistrikan  dan
troubleshootinq - Power: 220  V/380 V,
- Workstation, current limiting, thermal  magnetic, switchs,  Indicator Light  RGY,  Resistors Set, Capasitors Set,  Inductors  Set, Contactor,Button Switch,  Relay,
- Kirchhoffs  voltage and  current laws exploration,  Diodes,  LEDs,  and rectifiers,  Residential  Bimetallic Thermostat,  Circuit  Breaker, Type Thermal-magnetic"
Alat Pemantau Cuaca dan Iklim (Weather Station Digital),125000000,Unit,Alat Peraga - Hortikultura,,,,,,"Untuk mengukur dan merekam beberapa parameter cuaca. Parameter yang diukur, direkam, dan ditampilkan yaitu:
- Suhu udara (Air temperature);
- Kelembaban udara (Air humidity);
- Intensitas cahaya (Light intensity/ Illuminance);
- PAR (Photosynthetically Active Radiation);
- Kandungan gas CO2 di udara (CO2);
- Suhu tanah (Soil temperature);
- Kelembaban tanah (Soil moisture);
- pH tanah (Soil pH);
- Kadar garam tanah (Soil salinity);
- Arah angin (Wind direction);
- Kecepatan angin (Wind speed);
- Curah hujan (Rainfall);
- Kepadatan tanah (Soil
compaction}."
MESIN BORDIR KOMPUTER 1 KEPALA,125000000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," 1.     Head : 1 HEAD
2.     Working area: 300*350mm
3.     Needles : 12 JARUM
4.     Speed : 1000RPM
5.     Computer : 10INCH
6.     Spindle Motor :  Servo motor 
7.      Hook : JAPAN  hook 
8.     Functions : BORDIR TOPI , BORDI BAJU , FLAT BORDIR
9.     Screen : Touch screen 
10.   Color change : Automatic color change 
11.   Trim : Automatic trimming 
12.   Pattern format : DST format 
13.   garments working area : 300X350mm
"
Presisi Panel Saw,126995000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk memotong kayu Dimensi  meja geser min.1800  x 375mm,  kapasitas  potong approx. 2800mm,  Lebar  potong antara pisau dan  rip pagar approx.  1250mm,
Diameter  blade  250-300mm,  Tinggi cut(dia  300mm)"
Basic Principal  of Digital Technology and Electronics,128500000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  satu  paket peralatan  untuk belajar  elektrikal
dan   elektronik  dasar hingga  kendali digital dalam satu panel yang dilengkapi  function qenerator Minimal  Konfigurasi
1 unit  power  supply unit input  1 x approx.  100 - 230 V AC 50 / 60  Hz,
output:
1 unit  Universal  patch  panel 1 set component  for electrical
engineering/ electronics  contains  all of
the  components  for carrying out  basic tests for direct current  technology,  29 resistors  2W,  1  Unit  coil: approx.  100 mH, 7 Unit  diodes:  lx  AAl 18,  6x 1N4007,
2 Unit  Zener  diodes:  lx  ZPD 3.3,  lx ZPD  10,  2  Unit  LEDs:  lx  blue,  lx red/green,  1 Set bulb: approx.  12 V
62  mA,  1 Set  toggle  switch,  1 Set Diac:  DB3,  1 Set  mounted transformer:  2 coils with  approx.  600
windings,  1 coil with approx.  200 windings,  1 separable  core,
retainer  for transformer  core
6  Unit  transistors:  lx  BC  140-16,  lx BC 547B,  lx  BC  160-16,  lx  BC 140- 16,  lx  2N  3820,  lx  FET 2N 3819,  lx
2N  2647,  lx  BS 250
1 Unit  thyristor
1 Unit  triac
1 Set compact  unit of Voltage supplies  and  squarewave  generator  in one,  suitable  for all tests on digital and  control technology
1 set  components  of digital technology  contains  all of  the components for carrying out  basic tests on digital technology,  in housings  compatible  with  the  19 mm safe technology  plug system. Consist of:
1 Set inverter  (3 inverters,  3 Schmitt)  trigger, 1 Unit AND with  2 inputs,  1 Unit  OR with  2 inputs,  1 Unit  NAND with  2 inputs,  1 Unit  NOR with  2 inputs,  1Unit XOR  with  2 inputs,  1 Unit AND with  4 inputs,  1 Unit  OR with  4 inputs,  1 Unit  hex switch  (2-way),  analogue  source approx.  0 -  5 V,  l0L   resistor,  lSet µF capacitor,  1 Unit  LED  bar  graph,  10- digit
1  Unit counter,  4 bitl  Unit  7-, segment  display,  single-digit,  can  be switched  between  hex/DEC/seg,  1 Unit  RS flip-flop,  2 Unit JK  flip-flops, 1 Unit shift  register,  8 Bit par-ser,  1
Unit shift  register, 8 Bitser-par,  1 Unit full adder,  4 bit
1 Unit signal input  (4x latch/pushbutton,  1x  pushbutton"
"CCTV
Security System Training Kit",142500000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  alat  pelatihan sistem  pengamanan menggunakan  CCTV Minimal  Konfigurasi,  1 unit  power supply unit input  1 x approx.  100 - 230 V AC 50/60  Hz,
output  : 1 unit  Universal  patch panel,
1 set  component  for electrical engineering/ electronics  contains  all of the   components for carrying out  basic tests for direct  current  technology,
29  resistors  2W,
1  Unit coil: approx.  100 mH, 7  Unit diodes:  lx  Ml   18,  6x
1N4007,
2 Unit  Zener  diodes:  lx  ZPD 3.3,  lx ZPD  10,
2  Unit  LEDs:  lx  blue,  lx  red/ green, 1 Set  bulb: approx.  12 V 62  mA,
1  Set   toggle  switch, 1 Set Diac:  DB3,
1 Set  mounted  transformer:  2 coils with approx.  600 windings,
1 coil with  approx.  200  windings, 1 separable  core, etainer  for
transformer  core
6 unit  transistors:  lx  BC 140-16,  lx BC 547B,  lx  BC 160-16,  lx  BC  140- 16,  lx  2N  3820,  lx  FET 2N  3819,  lx
2N  2647,  lx  BS 250
1 Unit  thyristor,
1 Unit  triac  1
1 Set compact  unit of Voltage supplies and  squarewave  generator  in one,
Suitable  for all tests on digital and control  technology
1 set  components  of digital technology  contains  all of  the components for carrying out  basic tests on digital technology,
In housings  compatible with  the  19
mm safe technology  plug system."
Digital Communicat ion Trainer,142995000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  Sistem Komunikasi  Digital membentuk  program  komunikasi
yang lengkap  dan operasional,serta alat  pendidikan yang kuat um Konfigurasi:
1 Set  Cables and  Accessories  - Digital Telecommunications ,1  Set Power Supply/  Dual Audio Amplifier, 1 Set Dual  Function  Generator
1 Set Frequency  Counter, 1 Set True RMS Voltmeter/  Power  Meter,  1 Set Spectrum  Analyzer,  1 Set  RF/Noise Generator,  2 Set  Enclosure  /  Supply Regulator,  1 Set  Clock  Generator
1 Set Pseudo-Random  Binary Sequence  Generator
1 Set Bit Error  Rate Indicator, 1 Set Logic Analyzer
1 Set  DC Voltmeter/  DC Source,  2 Set  Low  Pass Audio  Filter,1 Set Synchronous  Audio  Generator
1 Set Signal  Interru ptor /Selector, 1 Set  Noise  Measurement  Filters,1 Set PAM/ ASK  Generator
1 Set PAM/ ASK  Receiver, 1 Set PWM/PPM  Generator
1 Set PWM/PPM  Receiver, 1 Set PCM  Encoder
1 Set  PCM  Decoder,l  Set  DPCM Encoder, 1 Set  DPCM  Decoder,  1 Set FSK  Modem
1 Set  BPSK  Modulator,  1 Set  BPSK Demodulator
1 Set  Delta/CVSD  Encoder,  1 Set Delta/CVSD  Decoder, 1 Unit Storage Cabinet"
Thicknesser,145000000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Mesin  ketam otomatis untuk membuat ketebalan kayu  dengan meratakan/m enyayat permukaan kayu  dalam
bentuk balok/papan Planing width:  ± 500mm Planing  thickness:  ± 200mm; Cutting depth:  ± 5mm; Planning length:  ± 220mm"
Projection Magnetic Compass,146995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Untuk
menen tukan arah Haluan kapal di laut pada saat berlayar di atas kapal. Dial Diameter: Approx. Ct> 165 Mm DialGraduation: 0°-360° 1° For Each GridIncluding Compass Stand. Project Data Dial Diameter: Ct>L65Mm.Dial Graduation: 0° - 360 ° 1 ° For EachGrid.Main Semicircle Self Heterodyne Correcting"
Laboratory presicion panel  saw,152000000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk memotong kayu kapasitas skala laboratorium Dimensi  meja geser:  min.1200  x 350mm,  Diameter  blade:  up  to 300mm,
Maksimal  cutting: approx.  70 mm,
Diameter  spindle:  approx.  30mm, Motor  power:  approx.  3 kW"
Proximity Sensor Training Set,152995000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  mengetahui karakterisktik berbagai sensor berdasarkan  jarak benda  terhadap sensor Input  power:  220V/380V,  50Hz/60Hz Keluaran:  DC  24V /3A
Kompresor  udara Daftar  bagian:
Meja kerja, Air Sevice  Unit,  Blok manifold  (terminal  udara), Silinder kerja  tunggal  dan  ganda,  katup arah solenoida  penumatik, Katup  kontrol tekanan,  Katup  sakelar  mikro, Sensor,  Kabel  penguji,  modul catu
daya DC,  Relai,  modul sakelar tombol"
Mini combine harvester,153995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Memanen padi secara kombinasi dari proses memotong, merontokkan gabah dan membersihkan
gabah dari kotoran jerami. Tipe : Riding
- Ground clearance= min. 250 mm
- Sistem starting = electric
- Crawler : karet
- Mesin penggerak Daya = approx. 14 HP
- Mesin penggerak = Diesel 4 langkah, berpendingin air"
Centrifuge,180995000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk pemisahan bahan tersuspensi misalnya urine,susu dll Max Rcf: 20,913 X G For Fixed Angle Rotor4,500 X G For Angle Bucket Rotor2,250 X G For Plate RotorSpeed : 2Oo - 14,000 Rpm In 1O RpmIncrementsMax Capacity : 4 X 25O Rnl I 2 X 5MtpAcceleration Time To Max. Rpm : 1O SBraking Time From Max. Rpm : 1O SPrograms : 35 User ProgramsNoise Level : <56 Db(A) With Rotor 6 X50 Ml<63 Db(A) With Rotor 4 X 25O MlTimer : 1 Min To 99 Min, WithContinuous Run FunctionIncludeSwing Bucket Rotor For 15/ 50 Ml"
Dry Cleaning machine,180995000,Unit,Alat Peraga - Perhotelan,,,,,,Alat pencuci pakaian dengan bahan kimia tanpa air Capacity : Approx. 10 Kg Washing speed :  35 rpm
Semi Automatic Powder Filling Machine,193995000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,"Konfigurasi minimal :Tegangan: AC220V, Daya: maks. 1200W, Kisaran pengisian: 5g - 5000g, Kecepatan pengisian: hingga 2500 kantong/jam Bahan: Baja tahan karat, Dilengkapi dengan penimbangandan pengumpan otomatis"
MESIN BORDIR KOMPUTER 1 KEPALA,199500000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," 1.     Head : 1 HEAD
2.     Working area: 400*500mm
3.     Needles : 15 JARUM
4.     Speed : 1000RPM
5.     Computer : 10INCH
6.     Spindle Motor :  Servo motor 
7.      Hook : JAPAN  hook 
8.     Functions : BORDIR TOPI , BORDI BAJU , FLAT BORDIR
9.     Screen : Touch screen 
10.   Color change : Automatic color change 
11.   Trim : Automatic trimming 
12.   Pattern format : DST format 
13.   garments working area : 400X500mm"
Mesin Potong Pola Otomatis,205889000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,"Untuk Memotong Bahan Dengan Pola Tertentu Secara Otomatis. Area Kerja : Minimal 900Xfi50 Mm,Kecepatan Potong : Hingga 50000 Mm/ Mnt,Diameter Pemotongan Minimal : Minimal 2,5 Mm,Ketebalan Pemotongan : 0,5 Mm — 50 Mm"
Steam Press Digital With Stand (Without Steam Generator),205889000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Mengepres, Melicinkan, Menyeterika Hasil Laundry Power: Approx. 0. 2Kw Voltage: 220V/ 50Hz Steam Working Pressure: Approx. 0. 4 0. 5 MpaSteam Consumption: Approx. 15 Kg/ Hr"
Air Blast Freezer,206000000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Material: Stainless Steel 201 or 304Packing Size: 1380*860*2050mm Refrigerant: R404a Temperature: -14°C~-l8°C Capacity : 1000 liter Size: 1320*780*2010mm Dimensi min. 225 x 80 x 90 cm Kapasitas min. 900 kg.
Spray Dryer,207000000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,"Kapasitas : ±0,65 liter/ jam Heater : ±6000 WBlower : ±370 W, blow rate ±660 m3/HKompressor : ±1 PKKontrol suhu : otomatis"
BOD meter,207669000,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"Measurement range :
5-4000mg/L Recording interval: 6 minutes-3 hours/ times Test days : 1-30 days Number of tests : 6 Culture bottle volume : min. 550ml"
BOD meter,207669000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Digunakan untuk mengukur
jumlah oksigen terlarut yang
dibutuhkan oleh organisme untuk mengoksidasi
lim bah dalam air Measurement range :
5-4000mg/ L Recording interval:
6 minutes-3 hours/ times Test days : 1-30 days Number of tests : 6 Culture bottle volume : min. 550ml"
MESIN BORDIR KOMPUTER 1 KEPALA,210000000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," 1.     Head : 1 HEAD
2.     Working area: 400*800mm
3.     Needles : 12 JARUM
4.     Speed : 1000RPM
5.     Computer : 10INCH
6.     Spindle Motor :  Servo motor 
7.      Hook : JAPAN  hook 
8.     Functions : BORDIR TOPI , BORDI BAJU , FLAT BORDIR
9.     Screen : Touch screen 
10.   Color change : Automatic color change 
11.   Trim : Automatic trimming 
12.   Pattern format : DST format 
13.   garments working area : 400X800mm"
Radio Debugging Personal Skill Training,210700000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  catu daya dan   pemrosesan audio - video, transmisi inframerah, transmisi wireless, modul  radio,  modul interphone  dan
modul  televisi Input  voltage: single-phase, 220V ± 10%    50   Hz/6 0Hz
Output  voltage  :
AC  220V  ±  10%  50  Hz/60  Hz;"
Mesin Bordir Komputer Putaran Tinggi,221438000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,"Digunakan Untuk Menyulam Secara Otomatis, Pola Tertanam Pada Komputer Dan Tercetak Otomatis Di Atas Kain 1. Kecepatan : 1200 Rpm 2. Berat :450 Kgs - 3. Dimensi : 146 X 1 13 X 90 4. Area Bordir : 600 X 400Mm 5. Bonus : 2 Cap Driver , Lcap Hoop Station , 4 Cap Hoops."
